Index,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Graphics Card Ram Size,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Voltage,Batteries,Power Source,Number of USB 2.0 Ports,Hard Drive Rotational Speed,National Stock Number,Rear Webcam Resolution,Package Dimensions,Audio-out Ports (#),Manufacturer,Language,ASIN,Date First Available,Department,Is Discontinued By Manufacturer,Country of Origin,Cover Material,Number of Items,Ruling,Sheet Size,Manufacturer Part Number,Part Number,Size,Style,Wattage,Item Package Quantity,Display Style,Special Features,Usage,Included Components,Batteries Included?,Batteries Required?,Battery Cell Type,Warranty Description,Price($)
51,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎1.1 GHz celeron_n,‎4 GB DDR4,‎3 GHz,‎128 GB Emmc,‎Intel UHD Graphics,‎Intel,‎Integrated,‎4 GB,‎801.11ac,‎2,,‎acer,‎A115-32-C96U,‎NX.A6WAA.00H,,‎Windows 11 S,‎3.64 pounds,‎14.31 x 0.78 x 9.39 inches,‎14.31 x 0.78 x 9.39 inches,‎Silver,‎Intel,‎2,‎DDR4 SDRAM,‎128 GB,‎USB 2.0/3.0,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0
52,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎1.1 GHz celeron,‎DDR4,,‎128 GB SSD,‎UHD 600,‎Intel,‎Integrated,‎4 GB,,‎2,,‎jumper,‎Ezbook S5MAX,,,‎11,‎3.63 pounds,‎14.41 x 9.57 x 0.69 inches,‎14.41 x 9.57 x 0.69 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎128 GB,,‎NO,,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.97
53,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4 GHz ryzen_5,‎16 DDR4,,‎512 GB SSD,‎AMD Radeon,‎AMD,‎Integrated,‎16 GB,"‎802.11a/b/g/n/ac, Bluetooth",‎2,,‎Dell,‎Dell Inspiron 15 3525 Laptop,‎Dell Inspiron 15 3525 Laptop,,‎Windows 11 Home,‎3.71 pounds,‎14.11 x 0.83 x 9.27 inches,‎14.11 x 0.83 x 9.27 inches,‎Black,‎AMD,‎6,,,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
54,‎15 Inches,‎1920x1080,‎1920 x 1080 Pixels,‎4.2 GHz core_i5,‎8 GB DDR4,‎2666 MHz,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11a/b/g/n/ac,‎1,‎7 Hours,‎HP,‎HP Notebook,‎15-dy2095wm,‎PC,‎Windows 11 Home,‎3.73 pounds,‎14.25 x 9.5 x 0.68 inches,‎14.25 x 9.5 x 0.68 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,‎24 Volts,‎1 Lithium Ion batteries required.,,‎1,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.99
55,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎3 GHz core_i3,‎8 GB DDR4,‎3.4 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,‎Bluetooth,,‎7 Hours,‎Lenovo,‎IdeaPad 3 81X800ENUS,‎Ideapad,‎PC,‎Windows 11,‎4.07 pounds,‎16.3 x 11.2 x 1 inches,‎16.3 x 11.2 x 1 inches,‎Almond,‎Intel,‎2,‎DDR4 SDRAM,‎256 GB,‎PCIE x 4,‎no dvd,‎3.7 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.99
58,‎15 Inches,‎1360 x 768 pixels,‎1366x768 Pixels,‎3.68 GHz pentium,‎16 DDR4,,‎128 GB SSD,,‎Intel,‎Integrated,,,,,‎HP,‎HP 15 Laptop,‎HP 15 Laptop,,‎Windows 11,‎5.05 pounds,‎14 x 9 x 0.8 inches,‎14 x 9 x 0.8 inches,,‎Intel,‎4,‎DDR4 SDRAM,,,,,‎1 Lithium Ion batteries required.,,‎3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0
60,‎16.1 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.3 GHz amd_ryzen_7,‎16 DDR4,‎2400 MHz,‎512 GB M.2 2280 SSD,‎‎AMD Radeon RX Vega 8 1.90GHz,‎AMD,‎Integrated,‎16 GB,"‎Bluetooth, 802.11a/b/g/n/ac",‎2,‎8 Hours,‎ACEMAGIC,‎AX16 Pro,‎AX16Pro,,‎Windows 11,‎3.74 pounds,‎14.25 x 9.9 x 0.7 inches,‎14.25 x 9.9 x 0.7 inches,‎Gray,‎AMD,‎8,‎DDR4 SDRAM,,‎Serial ATA-600,,,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.99
61,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200,‎3.6 GHz apple_ci7,‎16 DDR5,,‎512 GB,‎NVIDIA GeForce RTX 4060,‎NVIDIA,‎Dedicated,‎8 GB,"‎Bluetooth, 802.11ax",‎5,,‎acer,‎Predator Helios Neo 16 Gaming Laptop,‎PHN16-71-76H5,,‎Windows 11 Home,‎5.73 pounds,‎14.18 x 11.02 x 1.05 inches,‎14.18 x 11.02 x 1.05 inches,‎Black,‎Intel,‎14,,‎512 GB,,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.34
63,‎13.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.1 GHz core_i3,‎8 GB LPDDR3,‎2400 MHz,‎128 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11ax,‎2,‎13 Hours,‎SAMSUNG,‎XE530QDA-KA1US,‎XE530QDA-KA1US,‎Chromebook,‎Chrome OS,‎3.65 pounds,‎12 x 8 x 0.6 inches,‎12 x 8 x 0.6 inches,‎Fiesta Red,‎Intel,‎1,‎DDR3 SDRAM,‎4,‎USB-C,‎DVD,‎4 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.67
64,‎18 Inches,‎2560 x 1600,,‎4 GHz core_i9,‎32 GB DDR5,,‎1 TB SSD,‎NVIDIA GeForce RTX 4080,‎NVIDIA,‎Dedicated,‎12 GB,‎802.11ax,‎2,,‎ASUS,‎G834JZR-XS96,‎G834JZR-XS96,,‎Windows 11 Pro,‎12.5 pounds,‎15.71 x 0.91 x 11.57 inches,‎15.71 x 0.91 x 11.57 inches,‎Off Black,‎Intel,‎24,‎DDR5 SDRAM,‎32 GB,‎NVMe,‎No Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),,‎3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.62
65,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎1.7 GHz apple_ci7,‎16 DDR4,,‎512 GB,‎NVIDIA GeForce RTX 4050,‎NVIDIA,‎Dedicated,‎6 GB,"‎Bluetooth, 802.11ax",‎3,,‎MSI,‎Thin 15 B12VE-2023US,‎THIN15122023,‎PC,‎Windows 11 Home,‎7.48 pounds,‎14.13 x 0.09 x 9.99 inches,‎14.13 x 0.09 x 9.99 inches,‎Black,‎Intel,‎1,‎DDR4 SDRAM,‎512 GB,,,,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.99
66,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎4.1 GHz ryzen_3,‎8 GB LPDDR5,,‎SSD,,‎AMD,‎Integrated,,"‎Bluetooth, 802.11ac, 2.4 GHz Radio Frequency",‎1,,‎ASUS,‎Vivobook Go,‎E1504FA-AS33,,‎WIN11 HOME S,‎5.49 pounds,‎14.19 x 0.7 x 9.15 inches,‎14.19 x 0.7 x 9.15 inches,,‎AMD,‎4,,‎128 GB,,‎No Drive,‎5 Volts,‎1 Lithium Ion batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.99
67,‎15.6,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3.3 GHz celeron_n,‎12 GB DDR4,‎2400 MHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎12 GB,‎Bluetooth,‎1,‎9 Hours,‎Lenovo,‎lenovo,‎Lenovo,‎PC,‎Windows 11,‎3.52 pounds,‎14.17 x 0.7 x 9.29 inches,‎14.17 x 0.7 x 9.29 inches,‎Cloud Grey,‎Intel,‎4,‎DDR4 SDRAM,‎12 GB,‎Solid State,‎no,,,,‎1,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.09
68,‎17.3 Inches,‎1600 x 900 pixels,‎1600 x 900 Pixels,‎3.7 GHz core_i3,‎16 GB DDR4,,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎16 GB,‎802.11a/b/g/n/ac,‎3,‎8 Hours,‎HP,‎HP,‎HP,,‎Windows 11,‎5.2 pounds,‎15.78 x 0.78 x 10.15 inches,‎15.78 x 0.78 x 10.15 inches,‎i3-1125G4,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,‎BD-R,‎45 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0
69,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1 GHz core_i5_family,‎12 GB DDR4,‎2400 MHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎12 GB,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Inspiron,‎3511,‎PC,‎Windows 11,‎3.74 pounds,‎14.11 x 0.74 x 9.27 inches,‎14.11 x 0.74 x 9.27 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎PCIE x 4,‎No Optical Drive,‎3.6 Volts,‎1 Lithium Ion batteries required.,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99
70,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎1.1 GHz celeron_n4000,‎4 GB DDR4,‎2400 MHz,‎SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,"‎802.11a/b/g/n/ac, Bluetooth",,‎12 Hours,‎HP,‎14a-na0021nr,‎14a-na0021nr,‎Chromebook,‎Chrome OS,‎3.24 pounds,‎12.82 x 8.6 x 0.7 inches,‎12.82 x 8.6 x 0.7 inches,‎Ceramic White,‎Intel,‎2,‎DDR4 SDRAM,‎4,‎Solid State,‎No Optical Drive,‎24 Volts,‎1 Lithium Metal batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4
71,‎14.1 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.7 GHz core_i5,‎16 GB SDRAM,‎1.6 GHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,‎256,‎802.11ac,,,‎Dell,‎Dell Latitude 7490,‎Latitude 7490,‎PC,‎Windows 10 Pro,‎2.99 pounds,‎12.65 x 8.42 x 0.75 inches,‎12.65 x 8.42 x 0.75 inches,‎Black,‎Intel,‎1,‎SDRAM,‎256 GB,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.85
72,‎14 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎2.5 GHz celeron,‎12 GB LPDDR4,,‎512 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,,,‎1,,‎jumper,‎EZbook S5,,,‎Windows 11,‎2.7 pounds,‎13 x 8.6 x 0.6 inches,‎13 x 8.6 x 0.6 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,,‎No,,‎1 Lithium Polymer batteries required.,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99
73,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.7 GHz core_i7,‎16 GB DDR4,‎3200 MHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎16 GB,‎Bluetooth,,,‎HP,‎HP Envy,‎14-es0033dx,‎PC,‎Windows 11 Home,‎3.3 pounds,‎12.68 x 8.3 x 0.77 inches,‎12.68 x 8.3 x 0.77 inches,‎Silver,‎Intel,‎10,‎GDDR4,,‎Solid State,,‎240,‎1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.0
74,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.7 GHz core_i7_family,‎40 GB DDR4,‎3200 MHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎802.11ax,‎2,,‎Lenovo,‎Lenovo V15 G3 IAP,‎Lenovo V15 G3 IAP,‎PC,‎Windows 11 Pro,‎3.75 pounds,‎14.13 x 9.29 x 0.78 inches,‎14.13 x 9.29 x 0.78 inches,‎Gray,‎Intel,‎10,‎DDR4 SDRAM,,‎PCIE x 4,,,,‎AC & Battery,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.0
75,‎14.4 Inches,‎2400 x 1600,‎2400 x 1600 Pixels,‎core_i7_13700kf,‎32 GB LPDDR5X,,‎1 TB SSD,‎NVIDIA GeForce RTX 4050,‎Intel,‎NVIDIA® GeForce RTX™ 4050,‎6 GB,‎802.11ax,,,‎Microsoft,‎Surface Laptop Studio 2,‎Z1I-00001,‎PC,‎Windows 11 Home,‎8 pounds,‎13.7 x 9.95 x 2.71 inches,‎13.7 x 9.95 x 2.71 inches,‎Platinum,‎Intel,‎14,,‎1 TB,‎Solid State,,‎13.5 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.61
76,‎14 Inches,‎1920 x 1200 pixels,‎1920x1200,‎3.8 GHz core_i3,‎8 GB LPDDR5,,‎128 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,"‎Bluetooth, 802.11ax",‎3,,‎acer,‎Laptop,‎NX.KN1AA.004,,‎Windows 11 S,‎3.4 pounds,‎12.59 x 0.74 x 8.97 inches,‎12.59 x 0.74 x 8.97 inches,‎Silver,‎Intel,‎8,,‎128 GB,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.99
77,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.5 GHz core_i5,‎32 GB DDR4,‎4.5 GHz,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Dell inspiron,‎dell inspiron 15,‎PC,‎Windows 11 Pro,‎3.65 pounds,‎14.11 x 9.26 x 0.71 inches,‎14.11 x 9.26 x 0.71 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎1 TB,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required.,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.99
78,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎3.4 GHz core_i7_family,‎32 GB DDR4,,‎1 TB SSD,‎Intel Iris,‎Intel,‎Integrated,‎32 GB,,‎1,‎5 Hours,‎HP,‎hp eg2000,,,‎Windows 11,‎3.86 pounds,‎14.18 x 0.7 x 9.21 inches,‎14.18 x 0.7 x 9.21 inches,,‎Intel,‎2,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,,‎1 Lithium Ion batteries required. (included),,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.99
79,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎3.7 GHz core_i7,‎32 GB DDR4,‎3200 MHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎2.00,"‎Bluetooth, 802.11ax",‎2,,‎ist computers,‎ThinkPad E16 Gen 1,‎ThinkPad E16 Gen 1,‎PC,‎Windows 11 Pro,‎3.9 pounds,‎14.02 x 9.75 x 0.78 inches,‎14.02 x 9.75 x 0.78 inches,‎Black,‎Intel,‎14,‎DDR4 SDRAM,,‎NVMe,‎No Optical Drive,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.98
80,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.2 GHz core_i5,‎16 DDR4,,‎1 TB SSD,‎Intel,‎Intel,‎Integrated,,‎802.11ac,‎3,,‎HP,‎250,‎G8,‎PC,‎Windows 11 Pro,‎3.74 pounds,‎14.09 x 9.53 x 0.78 inches,‎14.09 x 9.53 x 0.78 inches,‎Gray,‎Intel,‎4,‎DDR4 SDRAM,,‎PCIE x 4,,,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.08
81,‎17.3 Inches,‎1600 x 900 pixels,‎1600 x 900 Pixels,‎3.7 GHz apple_ci3,‎32 GB DDR4,,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎Bluetooth,,,‎HP,‎HP,‎HP,‎PC,‎Windows 11 Pro,‎6.5 pounds,‎15.78 x 10.15 x 0.78 inches,‎15.78 x 10.15 x 0.78 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.99
82,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3.5 GHz ryzen_3,‎20 GB DDR4,‎2666 MHz,‎1 TB SSD,‎Radeon Vega 6 Graphics,‎AMD,‎Integrated,,"‎Bluetooth, 802.11ax",‎2,,‎acer,‎Aspire 5,‎A515,‎PC,‎Windows 11 S,‎3.97 pounds,‎14.3 x 9.9 x 0.71 inches,‎14.3 x 9.9 x 0.71 inches,,‎AMD,‎4,‎DDR4 SDRAM,,‎PCIE x 16,,‎240 Volts,,‎Battery Powered,‎1,‎5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.88
83,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.7 GHz ryzen_7,‎16 GB DDR5,‎4800 MHz,‎512 GB SSD,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎Dedicated,‎4 GB,‎802.11ax,‎2,,‎ASUS,‎ROG Strix G15,‎G513RC-ES73,,‎Windows 11 Home,‎8.69 pounds,‎13.94 x 0.81 x 10.2 inches,‎13.94 x 0.81 x 10.2 inches,‎Eclipse Gray,‎AMD,‎8,‎DDR5 RAM,‎16 GB,‎PCIE x 4,‎No Drive,‎20 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.99
84,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎1.1 GHz pentium,‎8 GB LPDDR4X,,‎SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,,‎3,,‎Lenovo,"‎Flex 3 Chromebook 15""",‎82T3001NUS,,‎Chrome OS,‎5.89 pounds,‎9.76 x 14.25 x 0.75 inches,‎9.76 x 14.25 x 0.75 inches,‎Blue,‎Intel,‎1,,‎128 GB,,,‎11.1 Volts,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.44
85,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.1 GHz celeron,‎12 GB DDR4,‎2400 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ax",‎2,,‎Lenovo,‎IdeaPad 1 15IJL7,‎IdeaPad 1 15IJL7,‎PC,‎Windows 11 Home,‎3.42 pounds,‎14.18 x 9.29 x 0.7 inches,‎14.18 x 9.29 x 0.7 inches,‎Gray,‎Intel,‎2,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,‎3.6 Volts,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99
86,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎2 GHz ryzen_5,‎16 GB DDR4,‎3200 MHz,‎512 GB SSD,‎AMD Radeon Graphics,‎AMD,‎Integrated,,‎801.11ac,‎2,,‎ist computers,‎ThinkPad E16,‎ThinkPad E16,‎PC,‎Windows 11 Pro,‎6.12 pounds,‎14.02 x 0.78 x 9.75 inches,‎14.02 x 0.78 x 9.75 inches,‎Black,‎AMD,‎6,‎DDR4 SDRAM,,‎PCIE x 8,‎BD-R,,‎1 Lithium Ion batteries required.,‎AC & Battery,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.99
87,‎15.6 Inches,‎1366 x 768 pixels,‎1920x1080 Pixels,‎4.7 GHz ryzen_7,‎16 DDR5,‎4800 MHz,‎SSD,‎Nvidia,‎NVIDIA,‎Dedicated,‎8 GB,‎802.11ax,‎2,,‎ASUS,‎TUF Gaming A15,‎FA507NV-EH74,‎PC,‎Windows 11 Home,‎7 pounds,‎13.94 x 0.88 x 9.88 inches,‎13.94 x 0.88 x 9.88 inches,‎Mecha Gray,‎AMD,‎8,‎DDR5 SDRAM,‎1 TB,‎PCIE x 8,‎No Drive,‎20 Volts,‎1 Lithium Ion batteries required. (included),,,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0
88,‎12.2 Inches,‎1920x1200,‎1920 x 1200 Pixels,‎1.5 GHz celeron,‎4 GB LPDDR3,‎1866 MHz,‎128 GB SSD,‎Intel HD Graphics 615,‎Intel,‎Integrated,‎4 GB,"‎Bluetooth, 802.11a/b/g/n/ac",‎1,‎10 Hours,‎SAMSUNG,‎Samsung Chromebook Plus V2,‎Samsung Chromebook Plus v2,‎PC,‎Chrome OS,‎2.98 pounds,‎11.34 x 8.19 x 0.63 inches,‎11.34 x 8.19 x 0.63 inches,‎Silver,‎Intel,‎2,‎DDR3 SDRAM,,‎Solid State,‎No Optical Drive,‎24 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎13 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99
89,‎14 Inches,‎3840 x 2160 pixels,‎2880x1800 Pixels,‎4 apple_ci7,‎8 DDR4,,‎SSD,,‎Intel,‎Integrated,,‎Bluetooth,‎1,,‎SAMSUNG,‎Galaxy Book4,‎NP940XGK-KG1US,,‎Windows 11 Home,‎2.71 pounds,‎12.3 x 8.81 x 0.46 inches,‎12.3 x 8.81 x 0.46 inches,‎Gray,‎Intel,‎1,,‎512 GB,‎Solid State,‎CD-R,,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.67
90,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎3.3 GHz pentium,‎LPDDR4X,,‎SSD,,‎Intel,‎Integrated,,,‎2,,‎ASUS,‎Chromebook Flip CX1,‎CX1400FKA-AS88F,,‎Chrome OS,‎3.59 pounds,‎12.85 x 0.73 x 9.01 inches,‎12.85 x 0.73 x 9.01 inches,‎Transparent Silver,‎Intel,‎4,,‎128 GB,,‎No Drive,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.99
91,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.5 GHz core_i5_family,‎24 GB DDR4,‎3200 MHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎24 GB,‎802.11ax,‎3,,‎Lenovo,‎‎IdeaPad 3 15ITL6,‎‎IdeaPad 3 15ITL6,‎PC,‎Windows 11 Home,‎3.74 pounds,‎14.26 x 9.98 x 0.78 inches,‎14.26 x 9.98 x 0.78 inches,‎Blue,‎Intel,‎4,‎DDR4 SDRAM,,‎PCIE x 4,,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.39
92,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.5 GHz core_i5_family,‎24 GB DDR4,‎3200 MHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎24 GB,‎802.11ax,‎3,,‎Lenovo,‎‎IdeaPad 3 15ITL6,‎‎IdeaPad 3 15ITL6,‎PC,‎Windows 11 Home,‎3.74 pounds,‎14.26 x 9.98 x 0.78 inches,‎14.26 x 9.98 x 0.78 inches,‎Blue,‎Intel,‎4,‎DDR4 SDRAM,,‎PCIE x 4,,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.39
93,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.9 GHz celeron,‎16 DDR4,,‎512 GB SSD,‎Intel Celeron Processor N5095,‎Intel,‎Integrated,,‎Bluetooth,‎2,,‎URAO,‎LT1504,‎2024,‎PC,‎Windows 11,‎3.26 pounds,‎13.98 x 8.98 x 0.79 inches,‎13.98 x 8.98 x 0.79 inches,‎Gray,‎Intel,‎4,‎DDR4 SDRAM,‎16 GB,‎USB 3.0,,,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.99
94,‎13 Inches,‎2880x1920,‎2880 x 1920 Pixels,‎4.8 GHz core_i7,‎16 GB LPDDR4,‎2400 MHz,‎SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎16 GB,‎802.11ax,,,‎Microsoft,‎Surface Pro,‎8PV-00001,‎PC,‎Windows 11 Home,‎1.96 pounds,‎9.06 x 12.22 x 1.97 inches,‎9.06 x 12.22 x 1.97 inches,‎Platinum,‎Intel,,‎DDR4 SDRAM,‎256 GB,‎Solid State,,‎25.2 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎10 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0
95,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎3.4 GHz Intel_Mobile_CPU,‎16 DDR4,,‎512 GB M.2 2280 Solid State Drive,‎Intel UHD Graphics Up to 1200MHz,‎Intel,‎Integrated,,"‎802.11a/b/g/n/ac, Bluetooth",‎3,,‎ACEMAGIC,‎AX16,‎AX16,,‎Windows 11,‎3.74 pounds,‎14.25 x 9.9 x 0.7 inches,‎14.25 x 9.9 x 0.7 inches,‎Grey,‎Intel,‎4,‎DDR4 SDRAM,‎64 GB,‎Serial ATA-600,,,‎1 Lithium Ion batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.99
